91
# x y z
-40	0	0
-38	0	0
-36	0	0
-34	0	0
-32	0	0
-30	0	0
-28	0	0
-26	0	0
-24	0	0
-22	0	0
-20	0	0
-18	0	0
-16	0	0
-14	0	0
-12	0	0
-10	0	0
-8	0	0
-6	0	0
-4	0	0
-2	0	0
0	0	0
2	0	0
4	0	0
6	0	0
8	0	0
10	0	0
12	0	0
14	0	0
16	0	0
18	0	0
20	0	0
22	0	0
24	0	0
26	0	0
28	0	0
30	0	0
32	0	0
34	0	0
36	0	0
38	0	0
40	0	0
42	0	0
44	0	0
46	0	0
48	0	0
50	0	0
52	0	0
54	0	0
56	0	0
58	0	0
60	0	0
62	0	0
64	0	0
66	0	0
68	0	0
70	0	0
72	0	0
74	0	0
76	0	0
78	0	0
80	0	0
82	0	0
84	0	0
86	0	0
88	0	0
90	0	0
92	0	0
94	0	0
96	0	0
98	0	0
100	0	0
102	0	0
104	0	0
106	0	0
108	0	0
110	0	0
112	0	0
114	0	0
116	0	0
118	0	0
120	0	0
122	0	0
124	0	0
126	0	0
128	0	0
130	0	0
132	0	0
134	0	0
136	0	0
138	0	0
140	0	0
2790
# g s err t valid 
2	1	1.03004807692308e-03	2.50483177827570e-03	1
3	1	1.06109775641026e-03	4.08822116934686e-03	1
4	1	1.09214743589744e-03	8.64003180343238e-03	1
5	1	1.12219551282051e-03	1.18676913459956e-02	1
6	1	1.15324519230769e-03	1.57059049056626e-02	1
7	1	1.18429487179487e-03	1.95409920262075e-02	1
8	1	1.21434294871795e-03	2.07442916522224e-02	1
9	1	1.24639423076923e-03	2.43979027038176e-02	1
10	1	1.27644230769231e-03	2.93199504122120e-02	1
11	1	1.30749198717949e-03	3.29474209224291e-02	1
12	1	1.33854166666667e-03	3.28259846968500e-02	1
13	1	1.36858974358974e-03	3.58145789703764e-02	1
14	1	1.39031125198830e-03	3.83952309673291e-02	1
15	1	1.39708558284652e-03	3.66972569428500e-02	1
16	1	1.40344036361609e-03	4.10670459901822e-02	1
17	1	1.41050984742956e-03	4.15858636434051e-02	1
18	1	1.41648605211544e-03	4.06571588650313e-02	1
19	1	1.42398816800614e-03	4.34083160531019e-02	1
20	1	1.43219469622399e-03	4.27210868085118e-02	1
21	1	1.43689766551800e-03	4.59110491373482e-02	1
22	1	1.44450758877272e-03	4.52406286875480e-02	1
23	1	1.45170000033461e-03	4.33047440887754e-02	1
24	1	1.45656585076449e-03	4.31247781340683e-02	1
25	1	1.46469964752432e-03	4.57159005553956e-02	1
26	1	1.47163256920002e-03	4.77078251550144e-02	1
27	1	1.47748070407456e-03	4.52183323177069e-02	1
28	1	1.48320659623616e-03	5.02911667372240e-02	1
29	1	1.49160147930584e-03	5.04307007937958e-02	1
30	1	1.49720781468661e-03	4.79580812406859e-02	1
31	1	1.50391612917982e-03	5.20868575162983e-02	1
32	1	1.49608061721592e-03	5.03501058449153e-02	1
33	1	1.48500863865335e-03	5.04761613809073e-02	1
34	1	1.48009314726439e-03	4.89685939088870e-02	1
35	1	1.47796309561405e-03	4.48428573492384e-02	1
36	1	1.48253441044179e-03	4.87578978946546e-02	1
37	1	1.49010344933276e-03	4.94618124651585e-02	1
38	1	1.50089645554483e-03	4.85616130645374e-02	1
39	1	1.51307873717750e-03	5.18672963876155e-02	1
40	1	1.52849301499011e-03	5.13341685483509e-02	1
41	1	1.54272744418325e-03	5.60799043712257e-02	1
42	1	1.56119533193621e-03	5.96898896701670e-02	1
43	1	1.57730627845437e-03	5.94742739766464e-02	1
44	1	1.59345917256440e-03	5.84448757814630e-02	1
45	1	1.61103540554052e-03	6.22435306126866e-02	1
